1,-2.2653e-16,6.7738e-16,6.4136e-16,1.1089e-16,-3.5446e-16
-2.2653e-16,1,-2.6064e-16,-4.938e-16,-6.8442e-16,-2.6843e-16
6.7738e-16,-2.6064e-16,1,-1.0471e-15,-8.9859e-16,-1.4641e-16
6.4136e-16,-4.938e-16,-1.0471e-15,1,-2.2338e-15,7.04e-16
1.1089e-16,-6.8442e-16,-8.9859e-16,-2.2338e-15,1,-3.7241e-16
-3.5446e-16,-2.6843e-16,-1.4641e-16,7.04e-16,-3.7241e-16,1
